1.025, 0.08
1.04212, 0.1629
1.05105, 0.247927
1.05151, 0.334271
1.04334, 0.421093
1.02645, 0.507533
1.00082, 0.592715
0.966558, 0.675761
0.923814, 0.755796
0.872854, 0.831956
0.814022, 0.903401
0.747752, 0.96932
0.674559, 1.02894
0.595038, 1.08154
0.509859, 1.12645
0.419762, 1.16307
0.325554, 1.19086
0.228095, 1.20937
0.128298, 1.21823
0.027117, 1.21715
-0.0744626, 1.20595
-0.17543, 1.18453
-0.27476, 1.15291
-0.371425, 1.1112
-0.464402, 1.05961
-0.552686, 0.998472
-0.635296, 0.928195
-0.711292, 0.849307
-0.779779, 0.762424
-0.839921, 0.668258
-0.890946, 0.567608
-0.932162, 0.461351
-0.962958, 0.350442
-0.982816, 0.235898
-0.99132, 0.118796
-0.988157, 0.000257791
-0.973123, -0.118557
-0.946133, -0.236462
-0.907218, -0.352257
-0.856528, -0.46474
-0.794337, -0.572717
-0.721037, -0.675014
-0.63714, -0.770493
-0.543277, -0.858059
-0.440187, -0.936677
-0.32872, -1.00538
-0.209826, -1.06328
-0.0845474, -1.10958
0.0459876, -1.14358
0.180576, -1.1647
0.317948, -1.17247
0.456785, -1.16653
0.595722, -1.14669
0.733369, -1.11285
0.868321, -1.06508
0.99917, -1.00357
1.12452, -0.928669
1.24301, -0.840861
1.35331, -0.740764
1.45416, -0.629136
1.54434, -0.506866
1.62275, -0.374967
1.68836, -0.234566
1.74026, -0.0869034
1.77765, 0.0666879
1.79987, 0.224786
1.80639, 0.385897
1.79683, 0.548465
1.77097, 0.710891
1.72874, 0.871542
1.67022, 1.02877
1.5957, 1.18094
1.50558, 1.32641
1.40047, 1.4636
1.28111, 1.59097
1.14842, 1.70704
1.00346, 1.81041
0.847434, 1.89981
0.68169, 1.97405
0.507693, 2.03209
0.327023, 2.07302
0.141356, 2.09609
-0.0475466, 2.10071
-0.237855, 2.08645
-0.42769, 2.0531
-0.615138, 2.0006
-0.798274, 1.92909
-0.975174, 1.83891
-1.14394, 1.73058
-1.30272, 1.60484
-1.44972, 1.46259
-1.58322, 1.30493
-1.70163, 1.13314
-1.80346, 0.94864
-1.88734, 0.753037
-1.95208, 0.548069
-1.99664, 0.335601
-2.02019, 0.117615
-2.02205, -0.103816
-2.00178, -0.32654
-1.95913, -0.54835
-1.89409, -0.767005
-1.80686, -0.98025
-1.69787, -1.18584
-1.56778, -1.38155
-1.41746, -1.56524
-1.24803, -1.73481
-1.06078, -1.88829
-0.85726, -2.02381
-0.639165, -2.13965
-0.408396, -2.23427
-0.167011, -2.30628
0.082782, -2.35451
0.338647, -2.37801
0.598141, -2.37603
0.858735, -2.3481
1.11784, -2.29396
1.37282, -2.21365
1.62105, -2.10744
1.8599, -1.97587
2.08679, -1.81976
2.2992, -1.64018
2.49471, -1.43846
2.67103, -1.21618
2.826, -0.975157
2.95765, -0.717433
3.06418, -0.445255
3.14403, -0.161063
3.19585, 0.132534
3.21858, 0.432783
3.2114, 0.736805
3.17377, 1.04163
3.10548, 1.34421
3.00658, 1.64148
2.87747, 1.93035
2.71882, 2.20775
2.53164, 2.47067
2.31723, 2.71618
2.0772, 2.94149
1.81344, 3.14392
1.52811, 3.32098
1.22365, 3.4704
0.902734, 3.59011
0.568236, 3.67834
0.223243, 3.73355
-0.128996, 3.75454
-0.485095, 3.74042
-0.841562, 3.69061
-1.19483, 3.60491
-1.5413, 3.48345
-1.87735, 3.32674
-2.19941, 3.13563
-2.50397, 2.91137
-2.78763, 2.65553
-3.04712, 2.37005
-3.27936, 2.05719
-3.48147, 1.71954
-3.65083, 1.35999
-3.78509, 0.981703
-3.88218, 0.588103
-3.9404, 0.182826
-3.95839, -0.230301
-3.93515, -0.647291
-3.8701, -1.06404
-3.76304, -1.47637
-3.61422, -1.88006
-3.42429, -2.27088
-3.19432, -2.64466
-2.92582, -2.99732
-2.62072, -3.32489
-2.28134, -3.62358
-1.91038, -3.88984
-1.51095, -4.12032
-1.08648, -4.31202
-0.640706, -4.46223
-0.177687, -4.56861
0.298286, -4.62922
0.7827, -4.64254
1.27087, -4.60748
1.75797, -4.52343
2.2391, -4.39025
2.70932, -4.20829
3.1637, -3.9784
3.59736, -3.70193
4.00554, -3.3807
4.38364, -3.01705
4.72726, -2.61377
5.03227, -2.17411
5.29484, -1.70176
5.51149, -1.20078
5.67913, -0.675636
5.79509, -0.131101
5.85717, 0.427753
5.86369, 0.995609
5.81344, 1.56696
5.70581, 2.13613
5.54073, 2.6974
5.31869, 3.24496
5.04079, 3.77305
4.70869, 4.276
